word	isalpha	isascii	len_tokens	isPROPN
Drysdale	True	True	2	True
236	False	True	1	False
Maddux	True	True	3	True
1993	False	True	1	False
Lefty	True	True	2	False
Martínez	True	False	1	True
Rucker	True	True	2	True
1963	False	True	1	False
Belcher	True	True	2	False
Newcombe	True	True	2	False
215	False	True	1	False
eclipsing	True	True	3	False
82	False	True	1	False
Headley	True	True	2	False
homered	True	True	2	False
Hooton	True	True	2	True
1893	False	True	1	False
Blyleven	True	True	4	False
Strikeout	True	True	2	False
FIP	True	True	2	True
homers	True	True	2	False
1968	False	True	1	False
Famer	True	True	2	True
1978	False	True	1	False
1,500th	False	True	4	False
fanned	True	True	2	False
Stubbs	True	True	2	False
100th	False	True	1	True
baserunners	True	True	3	False
Scherzer	True	True	3	True
Dazzy	True	True	2	False
Greinke	True	True	3	True
156	False	True	1	False
301	False	True	1	False
232	False	True	1	False
deGrom	True	True	3	False
Arrieta	True	True	3	True
normalize	True	True	2	False
herniated	True	True	3	False
epidural	True	True	3	False
overhand	True	True	2	False
windup	True	True	2	False
kickstand	True	True	3	False
148	False	True	1	False
153	False	True	1	False
158	False	True	1	False
84	False	True	1	False
135	False	True	1	False
87	False	True	1	False
116	False	True	1	False
122	False	True	1	False
changeup	True	True	2	True
pickoff	True	True	2	False
perfectionist	True	True	2	False
A.J.	False	True	4	True
perfectionism	True	True	2	False
bullpens	True	True	3	False
fastballs	True	True	2	False
changeups	True	True	2	False
Fastball	True	True	2	False
curveballs	True	True	2	False
sliders	True	True	2	False
Reference.com	False	True	3	True
Tolleson	True	True	2	False
Tombaugh	True	True	3	False
discoverer	True	True	2	False
Clio	True	True	2	False
Melson	True	True	2	True
Cali	True	True	2	True
XLVIII	True	True	3	True
Lusaka	True	True	2	False
492	False	True	2	False
170	False	True	1	False
surgeries	True	True	2	False
demolish	True	True	2	True
rehabilitate	True	True	3	False
Lynwood	True	True	3	True
endorser	True	True	3	False
www.FantasyDraft.com	False	True	7	False
Josepha	True	True	2	True
Petrick	True	True	2	True
Kemarre	True	True	3	False
Anmatyerre	True	True	4	False
Artbank	True	True	2	True
Awelye	True	True	3	False
formalist	True	True	2	False
auctions	True	True	2	False
raisonné	True	False	3	False
fakes	True	True	2	False
Mbantua	True	True	3	True
henceforth	True	True	2	False
Petyarre	True	True	3	False
Harts	True	True	2	False
Papunya	True	True	3	True
canvases	True	True	2	False
Bardon	True	True	2	True
acrylic	True	True	3	False
Tula	True	True	2	False
Pintupi	True	True	3	True
1990s	False	True	1	False
Kintore	True	True	2	True
Yuendumu	True	True	4	True
Balgo	True	True	2	True
outstations	True	True	3	False
expressly	True	True	2	False
1992	False	True	1	False
Sturt	True	True	2	True
Yannima	True	True	3	True
Musée	True	False	1	True
quai	True	True	2	False
Branly	True	True	2	False
Shalom	True	True	2	False
triptych	True	True	3	True
dreamings	True	True	2	False
sustenance	True	True	3	False
sacredness	True	True	2	False
iconography	True	True	2	False
Zelda	True	True	2	True
Cawthorne	True	True	4	True
Newstead	True	True	2	False
variegated	True	True	3	False
immaculately	True	True	2	False
dotting	True	True	2	False
Birnberg	True	True	3	True
Kreczmanski	True	True	5	True
Velázquez	True	False	3	True
drapery	True	True	2	False
suffocated	True	True	4	False
airless	True	True	2	False
reappear	True	True	3	False
tassel	True	True	2	False
86	False	True	1	False
Triptych	True	True	3	True
Brausen	True	True	3	False
Crucifixion	True	True	5	False
enfant	True	True	3	False
shorn	True	True	2	False
pince	True	True	2	False
nez	True	True	2	True
Gowing	True	True	2	False
indescribable	True	True	5	False
unpardonable	True	True	4	False
paradoxical	True	True	2	True
pastiche	True	True	2	False
iconoclasm	True	True	4	False
penniless	True	True	3	False
Tangier	True	True	2	True
slashing	True	True	2	False
Gallerist	True	True	3	True
publicised	True	True	2	False
viewings	True	True	2	False
undefined	True	True	2	False
claustrophobic	True	True	3	False
utilise	True	True	3	False
formless	True	True	2	False
pharynx	True	True	3	False
busts	True	True	2	False
recognisable	True	True	4	False
coalesce	True	True	3	False
physiologically	True	True	2	False
vestments	True	True	2	False
hangovers	True	True	2	False
morph	True	True	2	False
intertwined	True	True	2	False
freer	True	True	2	False
morbid	True	True	2	False
reworking	True	True	2	False
masterpieces	True	True	2	False
preoccupy	True	True	4	False
unobserved	True	True	3	False
pretence	True	True	3	False
neuroses	True	True	3	False
ceases	True	True	2	False
adrift	True	True	2	False
conceit	True	True	3	False
cul	True	True	2	True
oeuvre	True	True	3	True
ruthlessly	True	True	2	False
canvasses	True	True	2	False
publicising	True	True	2	False
indistinctly	True	True	5	False
compositional	True	True	2	False
reappears	True	True	3	False
1973	False	True	1	False
waver	True	True	2	False
alluding	True	True	2	False
Eisenstein	True	True	3	True
1925	False	True	1	False
Potemkin	True	True	3	False
Melvyn	True	True	2	True
Monet	True	True	2	False
diseased	True	True	2	False
cavities	True	True	3	False
bookshop	True	True	2	False
Rueful	True	True	2	False
evokes	True	True	3	False
prophesying	True	True	3	False
Eichmann	True	True	3	True
1961	False	True	1	False
calamity	True	True	3	False
Farr	True	True	2	True
Orwell	True	True	2	True
Orwellian	True	True	3	True
Giacometti	True	True	3	True
1960s	False	True	1	False
surrealist	True	True	2	False
adaption	True	True	2	False
Maguette	True	True	3	False
untangle	True	True	2	False
Degas	True	True	2	True
Titian	True	True	2	True
1558	False	True	2	False
Archinto	True	True	3	True
adapts	True	True	2	False
sitter	True	True	2	True
reproductions	True	True	2	False
decorator	True	True	2	False
rugs	True	True	2	False
Veils	True	True	2	False
1650	False	True	1	False
Doria	True	True	2	True
Pamphilj	True	True	4	True
1954	False	True	1	False
speculate	True	True	2	False
obsessively	True	True	4	False
elevating	True	True	3	False
distancing	True	True	3	False
Schmied	True	True	3	False
Wieland	True	True	2	False
decayed	True	True	2	False
colouring	True	True	2	False
Armin	True	True	2	True
Zweite	True	True	3	False
reverence	True	True	2	False
deconstructs	True	True	4	False
detects	True	True	2	False
portrayals	True	True	2	False
pastels	True	True	2	False
shuttering	True	True	2	False
accentuation	True	True	2	False
verticals	True	True	2	False
poignant	True	True	2	False
revisit	True	True	3	True
fauve	True	True	2	False
modernisation	True	True	2	False
secularisation	True	True	2	False
maltreatment	True	True	4	False
grimaces	True	True	2	False
figuration	True	True	2	False
blobs	True	True	3	False
sensationalist	True	True	3	False
Peppiatt	True	True	3	False
reckoned	True	True	2	False
horrifying	True	True	3	False
unnerving	True	True	3	False
masterly	True	True	2	False
pearly	True	True	2	False
esoteric	True	True	2	False
remarking	True	True	2	False
favourably	True	True	2	False
distasteful	True	True	4	False
publicist	True	True	2	False
vestigial	True	True	3	False
curtin	True	True	2	False
suggestive	True	True	2	False
£	False	False	1	False
1952	False	True	1	False
retrospectives	True	True	2	False
disapproved	True	True	4	False
Imagism	True	True	3	False
Raphaelites	True	True	2	False
René	True	False	1	False
Taupin	True	True	2	False
Imagists	True	True	3	False
discursiveness	True	True	4	False
directness	True	True	2	False
Imagist	True	True	3	False
1917	False	True	1	False
Cubism	True	True	2	False
isolates	True	True	2	False
Ideogrammic	True	True	4	False
juxtaposing	True	True	4	False
synthesizing	True	True	3	False
Edwardian	True	True	2	True
Tennyson	True	True	3	False
imitations	True	True	2	False
Dynasts	True	True	3	False
Rossetti	True	True	2	True
Poetical	True	True	2	False
Dowson	True	True	2	True
Cheechako	True	True	3	True
Masefield	True	True	3	False
devoting	True	True	2	False
Rudyard	True	True	2	True
Kipling	True	True	2	False
Hulme	True	True	3	True
1909	False	True	1	False
MDCCCCVIII	True	True	5	False
Orage	True	True	2	False
Eiffel	True	True	3	False
tanka	True	True	2	False
verbiage	True	True	3	False
Chinoiserie	True	True	3	True
Japonism	True	True	3	False
Noh	True	True	2	True
operetta	True	True	3	False
Mikado	True	True	2	True
V.	False	True	2	True
Dickins	True	True	2	False
Hyak	True	True	3	False
nin	True	True	2	True
Stanzas	True	True	2	False
Odes	True	True	2	False
Hyakunin	True	True	4	True
isshu	True	True	2	False
waka	True	True	2	False
Sadakichi	True	True	3	True
Hartmann	True	True	2	True
Arnaut	True	True	2	False
Cavalcanti	True	True	4	False
Osiris	True	True	3	True
pensar	True	True	2	False
lieis	True	True	2	True
repaus	True	True	2	False
canzone	True	True	2	True
breu	True	True	2	True
brizara	True	True	3	False
braus	True	True	2	False
rhetorical	True	True	2	False
Binyon	True	True	2	True
Nishiki	True	True	3	True
1915	False	True	1	False
Gourmont	True	True	3	False
Symbolistes	True	True	3	False
indebted	True	True	3	False
Symbolist	True	True	2	False
Symons	True	True	2	False
Rhymers	True	True	2	False
Mallarmé	True	False	3	True
divergence	True	True	2	False
Symbolists	True	True	2	False
Elkin	True	True	2	False
fiancée	True	False	1	False
H.D.	False	True	4	True
Aldington	True	True	2	True
Sappho	True	True	3	False
complemented	True	True	2	False
1912	False	True	1	False
Imagistes	True	True	4	False
appended	True	True	2	False
Imagiste	True	True	3	False
thereto	True	True	2	False
rubric	True	True	2	False
Ripostes	True	True	3	False
anglicised	True	True	3	False
Choricos	True	True	3	True
Vieux	True	True	2	False
Jardin	True	True	2	False
Priapus	True	True	3	False
Epigram	True	True	3	True
apparition	True	True	3	False
bough	True	True	2	False
Imagisme	True	True	4	False
succinct	True	True	4	False
metronome	True	True	3	False
voluminous	True	True	3	False
dogma	True	True	2	False
contemplation	True	True	4	False
F.S.	False	True	4	True
Kreymborg	True	True	4	True
Glebe	True	True	3	True
Boni	True	True	2	True
Monro	True	True	2	False
Bookshop	True	True	2	True
Skipwith	True	True	2	False
Cannell	True	True	2	False
Madox	True	True	2	True
Cournos	True	True	3	False
Michelson	True	True	2	True
precepts	True	True	3	False
Raphaelite	True	True	2	False
W.B.	False	True	4	True
behest	True	True	3	True
Egoist	True	True	2	False
rhyming	True	True	3	False
quatrains	True	True	4	False
troubadours	True	True	4	False
Storer	True	True	2	True
diluted	True	True	2	False
custard	True	True	3	False
Vorticists	True	True	4	False
Wyndham	True	True	3	True
Keats	True	True	2	False
cigars	True	True	2	False
autocratic	True	True	2	False
stipulation	True	True	3	False
imagist	True	True	3	False
sardonically	True	True	3	False
gism	True	True	2	False
Lowenfels	True	True	4	False
jokingly	True	True	2	False
novelists	True	True	2	False
diction	True	True	2	False
D.H.	False	True	4	True
imagism	True	True	3	False
demonstratable	True	True	3	False
Preludes	True	True	2	False
repudiation	True	True	3	False
Objectivist	True	True	2	False
Objectivists	True	True	3	False
Objectivism	True	True	2	False
Zukofsky	True	True	4	True
Bunting	True	True	2	False
credo	True	True	2	False
Ginsberg	True	True	2	True
codename	True	True	2	False
Mogadishu	True	True	4	True
1991	False	True	1	False
clashing	True	True	2	False
Keough	True	True	2	True
mobilizing	True	True	3	False
53E	False	True	2	False
evacuees	True	True	3	False
Muscat	True	True	3	True
disembarked	True	True	4	False
281	False	True	1	False
chargés	True	False	1	True
Siad	True	True	2	False
disobedience	True	True	4	False
embassies	True	True	3	False
evacuations	True	True	2	False
coups	True	True	2	False
taskforce	True	True	2	False
Gen.	False	True	2	True
Schwarzkopf	True	True	3	True
Berbera	True	True	2	False
dependents	True	True	2	False
spouses	True	True	2	False
147	False	True	1	False
lawlessness	True	True	2	False
Afgoy	True	True	3	False
attaché	True	False	1	False
havens	True	True	2	False
contingency	True	True	3	False
Amphib	True	True	3	False
helo	True	True	2	True
Masirah	True	True	3	True
noncombatant	True	True	4	False
clearances	True	True	2	False
Somalis	True	True	2	False
chancery	True	True	2	False
MSG	True	True	2	True
940	False	True	2	False
890	False	True	2	False
020	False	True	2	False
53Es	False	True	2	False
Stallions	True	True	2	False
466	False	True	2	False
863	False	True	2	False
536	False	True	2	False
refuelings	True	True	2	False
dousing	True	True	2	False
discerned	True	True	3	False
strobe	True	True	3	False
unencrypted	True	True	5	False
discern	True	True	2	False
ladders	True	True	2	False
Chancery	True	True	2	False
JAO	True	True	2	True
HLZ	True	True	2	True
safehaven	True	True	2	True
rationale	True	True	2	False
doused	True	True	2	False
Evacuees	True	True	3	False
unloaded	True	True	2	False
Afghoy	True	True	3	False
spotter	True	True	2	False
OMC	True	True	2	True
Kenyans	True	True	2	False
desiring	True	True	2	False
chargé	True	False	1	False
ECC	True	True	2	False
apiece	True	True	2	False
commissary	True	True	4	False
sodas	True	True	2	False
souvenirs	True	True	3	False
medic	True	True	2	False
goggles	True	True	2	False
380	False	True	1	False
reneging	True	True	2	False
looters	True	True	3	False
RPGs	True	True	2	False
FSNs	True	True	3	False
airlifted	True	True	2	False
disembark	True	True	4	False
Mombasa	True	True	3	True
clowns	True	True	2	False
offloaded	True	True	2	False
Claxton	True	True	3	True
57th	False	True	1	False
nil	True	True	2	False
ABL	True	True	2	False
second-	False	True	2	False
doubleheader	True	True	3	False
rosters	True	True	2	False
Gilchrist	True	True	2	False
Blacktown	True	True	2	False
Trobe	True	True	2	False
†	False	False	1	False
‡	False	False	1	False
Blackmore	True	True	2	False
Lundgren	True	True	2	True
Helms	True	True	2	False
1986	False	True	1	False
Mildren	True	True	2	True
Independiente	True	True	4	False
Guatemalan	True	True	2	True
Arjona	True	True	3	False
Metamorfosis	True	True	4	False
Poquita	True	True	3	True
Ropa	True	True	2	False
simplify	True	True	2	False
Historias	True	True	2	True
Nocturno	True	True	4	False
Fuiste	True	True	2	False
Tú	True	False	1	False
Gaby	True	True	2	False
Novia	True	True	2	True
Está	True	False	2	False
Poniendo	True	True	3	True
Vieja	True	True	2	False
Quiero	True	True	2	False
Existieras	True	True	3	False
capella	True	True	2	True
simplifying	True	True	3	False
Shakira	True	True	3	True
Aguilera	True	True	3	False
saturate	True	True	3	False
exalt	True	True	3	False
Adentro	True	True	2	True
refocus	True	True	3	True
Calderón	True	False	1	False
México	True	False	1	True
Humberto	True	True	2	True
Sommerz	True	True	2	False
administrate	True	True	4	False
hookiest	True	True	2	False
Acompañame	True	False	4	False
Estar	True	True	2	False
Iluso	True	True	2	False
Quién	True	False	2	False
Dijo	True	True	2	True
Ayer	True	True	2	True
5to	False	True	2	False
Piso	True	True	2	False
Duele	True	True	2	True
Birchmeier	True	True	3	False
Rudin	True	True	2	True
Amores	True	True	2	False
Patrón	True	False	1	False
Caudillo	True	True	3	True
Chávez	True	False	1	True
Reconciliación	True	False	5	True
Grotto	True	True	2	False
Coyne	True	True	2	True
Aya	True	True	2	False
abould	True	True	3	False
tawdry	True	True	3	False
Puente	True	True	2	False
merengue	True	True	3	False
countrywoman	True	True	2	False
Noemí	True	False	2	True
Señora	True	False	2	True
Cuatro	True	True	3	True
Decadas	True	True	3	False
Cono	True	True	2	False
Kiwi	True	True	2	False
Muñoz	True	False	1	False
Intocable	True	True	2	False
Paquita	True	True	3	True
Televisa	True	True	3	False
elaborating	True	True	4	False
rebroadcast	True	True	4	False
Estrellas	True	True	3	False
Desnuda	True	True	3	False
Cuando	True	True	2	True
Problema	True	True	2	False
Río	True	False	1	False
Dulce	True	True	2	True
Atitlán	True	False	3	True
Semuc	True	True	3	False
Champey	True	True	2	False
Tikal	True	True	2	False
Joaquín	True	False	1	True
Cambre	True	True	2	True
recreates	True	True	3	False
García	True	False	1	False
Lumia	True	True	2	False
Vélez	True	False	2	False
Toluca	True	True	3	False
relateed	True	True	2	False
Pareles	True	True	2	False
lyricists	True	True	2	False
observant	True	True	3	False
nuanced	True	True	3	False
Mr.	False	True	2	True
saccharine	True	True	3	False
Velez	True	True	2	False
Galería	True	False	2	False
Caribe	True	True	2	True
topper	True	True	2	False
Chino	True	True	2	True
Nacho	True	True	2	True
Supremo	True	True	3	False
Maná	True	False	1	True
Espinoza	True	True	3	False
Canciones	True	True	3	False
Duelen	True	True	2	True
50th	False	True	1	False
Phonograms	True	True	4	False
Videograms	True	True	3	False
Jeffries	True	True	2	False
revel	True	True	2	False
CMI	True	True	2	False
bewitch	True	True	3	False
loopholes	True	True	2	False
hideouts	True	True	2	False
Premios	True	True	2	False
Juventud	True	True	3	False
Toco	True	True	2	False
Todo	True	True	2	False
Nuestro	True	True	3	True
Julieta	True	True	2	False
Venegas	True	True	3	True
yearlong	True	True	2	False
cyclogenesis	True	True	4	False
typhoons	True	True	2	False
Yanyan	True	True	2	False
Kujira	True	True	3	True
climatological	True	True	4	False
Imbudo	True	True	3	False
Maemi	True	True	2	True
costliest	True	True	2	False
Lupit	True	True	2	False
Yap	True	True	2	False
Federated	True	True	2	False
Micronesia	True	True	2	True
dissipation	True	True	4	False
JTWC	True	True	3	True
Geophysical	True	True	2	False
PAGASA	True	True	3	True
meteorologists	True	True	2	False
TSR	True	True	2	True
revise	True	True	2	False
forecasting	True	True	2	False
forecasts	True	True	2	False
Niño	True	False	1	True
Oscillation	True	True	3	False
advisories	True	True	2	False
0000	False	True	2	False
latitudes	True	True	2	False
66	False	True	1	False
inactivity	True	True	3	False
Soudelor	True	True	3	False
Ryukyu	True	True	2	True
Koni	True	True	2	True
Saipan	True	True	2	True
Krovanh	True	True	4	True
Dujuan	True	True	3	True
Etau	True	True	2	True
Ketsana	True	True	3	True
climatologically	True	True	5	False
inconclusive	True	True	3	False
0600	False	True	2	False
classifying	True	True	2	False
1800	False	True	1	False
waned	True	True	2	False
resuming	True	True	2	False
oscillate	True	True	4	False
downgrade	True	True	2	True
reclassification	True	True	3	False
1200	False	True	1	False
northeastward	True	True	2	False
downgraded	True	True	3	False
decoupled	True	True	3	False
landmasses	True	True	3	False
Intensification	True	True	3	False
165	False	True	1	False
cresting	True	True	2	False
erratically	True	True	2	False
Dateline	True	True	2	False
Pohnpei	True	True	4	True
infrastructural	True	True	6	False
precautionary	True	True	4	False
230	False	True	1	False
¥	False	False	1	False
Ishigaki	True	True	4	True
196	False	True	1	False
Ōita	True	False	2	False
Chuuk	True	True	2	True
conductive	True	True	2	False
northeastwards	True	True	3	False
shortwave	True	True	2	False
hom	True	True	2	False
meandered	True	True	3	False
northeasterly	True	True	2	False
intensification	True	True	3	False
155	False	True	1	False
worsen	True	True	2	False
Minamitorishima	True	True	4	True
erupting	True	True	3	False
Anatahan	True	True	3	True
Ashfalls	True	True	2	False
040	False	True	2	False
Nien	True	True	2	True
Feioch	True	True	2	True
Linfa	True	True	2	True
reintensifying	True	True	3	False
980	False	True	1	False
deteriorate	True	True	3	False
Okhotsk	True	True	3	True
723	False	True	2	False
Dagupan	True	True	3	False
shutdown	True	True	2	False
mudslides	True	True	3	False
outages	True	True	2	False
₱	False	False	1	False
192	False	True	1	False
367	False	True	2	False
686	False	True	2	False
727	False	True	2	False
Kōchi	True	False	1	True
Tokushima	True	True	2	True
Prefectures	True	True	2	False
floodwater	True	True	2	False
landslides	True	True	2	False
reclassified	True	True	2	False
disorganized	True	True	4	False
abated	True	True	2	False
Nangka	True	True	3	True
985	False	True	2	False
Bashi	True	True	2	False
Minamidaitō	True	False	4	True
Palau	True	True	2	True
Egay	True	True	3	True
Iriomote	True	True	3	True
jima	True	True	2	True
2030	False	True	2	False
Oki	True	True	2	False
204	False	True	1	False
127	False	True	1	False
09W	False	True	2	False
665	False	True	2	False
415	False	True	1	False
nascent	True	True	2	False
Harurot	True	True	3	False
205	False	True	1	False
Yangjiang	True	True	2	True
Zeb	True	True	2	True
Cagayan	True	True	3	True
Isabela	True	True	2	True
314	False	True	1	False
P4.7	False	True	4	True
595	False	True	2	False
343	False	True	1	False
Hepu	True	True	2	False
Guangxi	True	True	3	False
CNY	True	True	2	True
297	False	True	1	False
Hainan	True	True	2	True
Tonkin	True	True	2	True
dissipate	True	True	3	False
airliner	True	True	2	False
189	False	True	1	False
Wuzhi	True	True	2	True
Morakot	True	True	2	False
992	False	True	2	False
conducive	True	True	4	False
Quanzhou	True	True	2	True
653	False	True	2	False
Taitung	True	True	2	True
preexisting	True	True	4	False
703	False	True	2	False
seeding	True	True	2	False
artificially	True	True	2	False
Shikoku	True	True	3	True
Honshu	True	True	2	False
166	False	True	1	False
Muroto	True	True	3	False
103	False	True	1	False
708	False	True	2	False
JPY	True	True	2	True
294	False	True	1	False
intensify	True	True	3	False
degenerated	True	True	3	False
reorganize	True	True	4	False
restrengthen	True	True	4	False
Leizhou	True	True	2	True
Cẩm	True	False	1	True
Phả	True	False	2	True
displacing	True	True	4	False
swath	True	True	2	False
approximated	True	True	2	False
253	False	True	1	False
Lakay	True	True	3	True
unfavorable	True	True	4	False
Vamco	True	True	3	False
Ilan	True	True	2	True
101	False	True	1	False
Wenzhou	True	True	2	True
gusted	True	True	2	False
880	False	True	1	False
287	False	True	1	False
520	False	True	1	False
Onyok	True	True	3	False
115	False	True	1	False
interacted	True	True	2	False
Yonaguni	True	True	4	False
628	False	True	2	False
Pingtung	True	True	2	False
176	False	True	1	False
109	False	True	1	False
anemometer	True	True	3	False
NWD	True	True	2	True
Shenzen	True	True	2	False
277	False	True	1	False
decelerating	True	True	3	False
Miyako	True	True	3	True
912	False	True	2	False
Busan	True	True	2	True
Jeju	True	True	2	False
134	False	True	1	False
950	False	True	1	False
1904	False	True	1	False
402	False	True	1	False
disruptions	True	True	2	False
117	False	True	1	False
₩	False	False	1	False
Roskas	True	True	3	True
Hachijō	True	False	3	False
214	False	True	1	False
126	False	True	1	False
Chōshi	True	False	2	True
316	False	True	1	False
Miyake	True	True	3	False
810	False	True	2	False
tropospheric	True	True	5	False
outflow	True	True	2	False
Koppu	True	True	3	True
Chichi	True	True	2	True
Iwo	True	True	2	True
Jima	True	True	2	True
124	False	True	1	False
183	False	True	1	False
westerlies	True	True	3	False
chlorophyll	True	True	5	False
175	False	True	1	False
N.	False	True	2	True
345	False	True	1	False
Melor	True	True	2	True
estimating	True	True	2	False
Palanan	True	True	3	True
meandering	True	True	3	False
554	False	True	2	False
Hateruma	True	True	3	True
anticyclone	True	True	4	False
aloft	True	True	2	False
Nepartak	True	True	4	False
Weng	True	True	2	True
1600	False	True	1	False
Samar	True	True	2	True
traversing	True	True	2	False
Beihai	True	True	2	True
wrecking	True	True	2	False
recurving	True	True	3	False
gusty	True	True	2	False
Ulithi	True	True	3	False
Fais	True	True	2	False
263	False	True	1	False
FSM	True	True	2	True
cancellations	True	True	2	False
03W	False	True	2	False
Batibot	True	True	3	True
Ineng	True	True	2	True
P8	False	True	2	True
Xiamen	True	True	2	True
Fujuan	True	True	3	True
Jimena	True	True	2	False
Quiel	True	True	2	True
18W	False	True	2	False
southwestward	True	True	2	True
looping	True	True	2	False
19W	False	True	2	False
285	False	True	1	False
217	False	True	1	False
downburst	True	True	3	False
drownings	True	True	2	False
Marianas	True	True	2	False
Palawan	True	True	2	False
Zigzag	True	True	4	False
RSMC	True	True	2	False
windspeeds	True	True	3	False
ESCAP	True	True	2	False
WMO	True	True	2	True
Molave	True	True	3	False
Mujigae	True	True	4	True
Goni	True	True	2	True
misspelling	True	True	3	False
asterisk	True	True	3	False
*	False	True	1	False
oxaziridine	True	True	4	False
membered	True	True	2	False
heterocycle	True	True	3	False
oxazidines	True	True	4	False
intermediates	True	True	2	False
hydrazine	True	True	2	False
Oxaziridine	True	True	4	False
reagents	True	True	3	False
oxidations	True	True	2	False
hydroxylation	True	True	3	False
enolates	True	True	3	False
epoxidation	True	True	4	False
aziridination	True	True	4	False
olefins	True	True	3	False
heteroatom	True	True	4	False
Oxaziridines	True	True	4	False
amides	True	True	2	False
cycloadditions	True	True	6	False
heterocumulenes	True	True	5	False
heterocycles	True	True	4	False
Chiral	True	True	2	False
asymmetric	True	True	3	False
prochiral	True	True	3	False
oxaziridines	True	True	4	False
chirality	True	True	3	False
Emmons	True	True	2	False
Krimm	True	True	3	False
Horner	True	True	2	False
Jürgens	True	False	2	True
nucleophiles	True	True	5	False
electronegativity	True	True	4	False
electrophilic	True	True	3	False
heteroatoms	True	True	4	False
reactivity	True	True	2	False
Nucleophiles	True	True	5	False
aziridine	True	True	3	False
substituent	True	True	4	False
R1	False	True	2	False
=	False	True	1	False
steric	True	True	2	False
α	True	False	1	False
alkenes	True	True	3	False
sulfides	True	True	3	False
selenides	True	True	3	False
amination	True	True	2	False
acylamidation	True	True	4	False
Peroxide	True	True	2	False
peroxide	True	True	2	False
ketones	True	True	2	False
camphorsulfonyloxaziridines	True	True	10	False
syntheses	True	True	2	False
taxol	True	True	2	True
Holton	True	True	2	True
Taxol	True	True	2	True
Wender	True	True	2	True
camphorsulfonyloxaziridine	True	True	10	False
alkyl	True	True	3	True
aryloxaziridines	True	True	6	False
imines	True	True	2	False
peracids	True	True	3	False
carbonyls	True	True	3	False
chiral	True	True	2	False
enantiopure	True	True	5	False
configurationally	True	True	2	False
kcal	True	True	2	True
mol	True	True	2	True
Enantiopure	True	True	5	False
stereochemistry	True	True	3	False
sulfonyloxaziridines	True	True	8	False
mCPBA	True	True	3	False
benzyltrimethylammonium	True	True	7	False
oxone	True	True	2	False
oxidant	True	True	3	False
perfluoroalkyl	True	True	7	True
substituents	True	True	4	False
dioxiranes	True	True	4	False
perfluoroalkyloxaziridines	True	True	11	False
hydroxylate	True	True	3	False
selectivity	True	True	2	False
Perfluorinated	True	True	5	False
subjecting	True	True	2	False
perfluorinated	True	True	5	False
imine	True	True	2	False
perfluoromethyl	True	True	6	False
fluorocarbonyl	True	True	4	False
fluoride	True	True	3	False
HF	True	True	2	True
scavenger	True	True	3	True
oxidized	True	True	3	False
ethyl	True	True	2	True
ketone	True	True	2	False
NH3	False	True	2	True
H2O2	False	True	4	True
→	False	False	1	False
CONH	True	True	2	True
H2O	False	True	3	True
hydrazone	True	True	2	False
NNH2	False	True	3	True
Hydroxyketones	True	True	4	False
acyloins	True	True	4	False
diketones	True	True	3	False
hydroxyl	True	True	3	True
enolate	True	True	2	False
Oxodiperoxymolybdenum	True	True	10	True
pyridine	True	True	4	False
hexamethylphosphoric	True	True	8	False
triamide	True	True	3	False
MoOPH	True	True	3	False
oxidants	True	True	3	False
sulfonyloxaziridine	True	True	8	False
electrophile	True	True	2	False
auxiliaries	True	True	3	False
SAMP	True	True	2	False
enantiomeric	True	True	4	True
stereochemical	True	True	2	False
hydroxylations	True	True	4	False
3b	False	True	2	False
3c	False	True	2	False
oxyanion	True	True	3	False
chelation	True	True	2	False
camphor	True	True	2	False
Hydroxylation	True	True	3	False
C3	False	True	2	False
C14	False	True	2	True
Dioxaspiro	True	True	5	True
undec	True	True	2	True
ene	True	True	2	True
Okadaic	True	True	3	False
Epoxidation	True	True	4	False
epoxides	True	True	3	False
derivatized	True	True	3	False
Classically	True	True	2	False
-Chaetominine	False	True	5	True
epoxidations	True	True	4	False
Sharpless	True	True	2	False
Jacobsen	True	True	2	True
Katsuki	True	True	3	True
Juliá	True	False	1	True
Colonna	True	True	2	True
allylic	True	True	2	False
alcohols	True	True	2	False
disubstituted	True	True	4	False
aryl	True	True	2	True
β	True	False	1	False
unsaturated	True	True	4	False
stereospecifically	True	True	5	False
unfunctionalized	True	True	5	False
stereospecific	True	True	4	False
catalytically	True	True	2	True
enantiometic	True	True	4	False
Lusinichi	True	True	3	True
oxaziridinium	True	True	4	False
stoichiometric	True	True	4	False
unactivated	True	True	3	False
hydrocarbons	True	True	3	False
regio	True	True	2	False
diastereospecificity	True	True	7	False
specificity	True	True	2	False
rivaled	True	True	2	False
nonmetallic	True	True	4	True
hydrogens	True	True	2	False
carbons	True	True	2	False
dihydroxylation	True	True	5	False
oxidizable	True	True	4	False
retenton	True	True	3	True
unsubstituted	True	True	4	False
acylated	True	True	3	False
nitrogens	True	True	2	False
Amination	True	True	2	False
Hydrazines	True	True	3	False
amines	True	True	2	False
hydroxylamine	True	True	4	False
thiohydroxamines	True	True	7	False
thiols	True	True	3	False
sulfimides	True	True	4	False
thioethers	True	True	4	False
aminoketones	True	True	3	False
amine	True	True	2	False
Acylamine	True	True	3	False
hydrazines	True	True	3	False
rearrangement	True	True	3	False
irradiated	True	True	3	False
reagent	True	True	3	False
CuI.	False	True	3	False
spirocylic	True	True	4	False
expansions	True	True	2	False
lactam	True	True	2	False
