token	token_ids	count	POS
conviction	10652	1	['NOUN']
convictions	20488	1	['NOUN']
convince	8054	5	['VERB']
convinced	6427	9	['VERB', 'ADJ']
convinces	19480	5	['VERB']
convincing	13359	1	['ADJ']
convoy	9549	3	['NOUN']
convoys	23083	2	['NOUN']
cook	5660	2	['VERB', 'PROPN']
cool	4658	5	['ADJ']
cooler	14976	2	['ADJ']
cooling	11520	4	['VERB']
cooperate	17654	1	['VERB']
cooperation	6792	2	['PROPN', 'NOUN']
coordinated	14206	2	['VERB']
coordinating	19795	3	['VERB']
coordinator	10669	2	['NOUN']
cope	11997	8	['PROPN', 'NOUN', 'VERB']
copied	15826	1	['VERB']
copies	4809	18	['NOUN']
coping	27520	1	['VERB']
copper	6967	2	['NOUN']
copy	6100	2	['NOUN']
copyright	9385	6	['NOUN']
cord	11601	2	['NOUN']
cords	24551	6	['NOUN']
core	4563	5	['NOUN']
cork	8513	1	['NOUN']
cornered	25878	1	['VERB']
corporate	5971	3	['ADJ']
corporations	11578	1	['NOUN']
corpses	18113	1	['NOUN']
correct	6149	1	['VERB']
corrected	13371	1	['VERB']
correctional	20873	2	['PROPN', 'ADJ']
correctly	11178	2	['ADV']
correlated	23900	1	['VERB']
correspond	17254	3	['VERB', 'NOUN']
correspondence	11061	2	['NOUN']
corresponding	7978	6	['VERB']
corresponds	14788	1	['VERB']
corridor	7120	2	['NOUN', 'PROPN']
corrupt	13593	1	['ADJ']
corruption	7897	1	['NOUN']
corvette	22687	1	['NOUN']
cost	3465	14	['NOUN']
costing	22173	2	['VERB']
costs	5366	6	['NOUN']
costume	9427	5	['NOUN']
costumes	12703	1	['NOUN']
cottage	9151	2	['NOUN']
couch	6411	1	['NOUN']
could	2071	144	['AUX']
councillors	13189	3	['NOUN', 'PROPN']
counsel	9517	1	['NOUN']
count	4175	5	['PROPN', 'NOUN']
counted	8897	2	['VERB']
counter	4675	6	['VERB', 'PROPN', 'NOUN']
counterattack	27835	4	['NOUN', 'VERB']
countered	17970	1	['VERB']
counterpart	13637	2	['NOUN']
counterparts	14562	3	['NOUN']
counties	5721	3	['NOUN']
counting	10320	1	['VERB']
countries	3032	16	['NOUN']
country	2406	60	['NOUN']
county	2221	42	['NOUN', 'PROPN']
coup	8648	1	['NOUN']
couple	3232	14	['NOUN']
coupled	11211	5	['VERB']
couples	6062	2	['NOUN']
courage	8424	1	['NOUN']
courier	18092	4	['NOUN']
course	2607	20	['NOUN']
courses	5352	2	['NOUN']
court	2457	36	['PROPN', 'NOUN']
courts	5434	2	['NOUN', 'PROPN']
courtship	28592	2	['NOUN']
courtyard	10119	2	['NOUN']
cover	3104	25	['NOUN']
covered	3139	23	['VERB']
covering	5266	13	['VERB']
covers	4472	18	['VERB']
covert	19813	1	['ADJ']
coveted	28821	1	['ADJ']
crab	18081	2	['NOUN']
cracking	15729	1	['VERB']
craft	7477	7	['NOUN']
crane	11308	3	['NOUN']
cranes	27083	1	['NOUN']
crash	5823	5	['NOUN']
crashed	8007	5	['VERB']
crater	11351	28	['NOUN']
craters	27561	8	['NOUN']
crates	27619	2	['NOUN']
craved	25155	1	['VERB']
crawling	15927	1	['VERB']
create	3443	20	['VERB']
created	2580	28	['VERB']
creates	9005	1	['VERB']
creating	4526	14	['VERB']
creation	4325	3	['NOUN']
creative	5541	6	['ADJ']
creator	8543	3	['NOUN']
creature	6492	1	['NOUN']
creatures	7329	3	['NOUN']
credentials	22496	1	['NOUN']
credibility	21553	1	['NOUN']
credible	23411	1	['ADJ']
credit	4923	5	['NOUN']
credited	5827	5	['VERB']
credits	6495	3	['NOUN']
creed	16438	1	['NOUN']
creek	3636	8	['PROPN', 'NOUN']
cremated	28376	1	['VERB']
crest	11146	2	['NOUN']
cretaceous	18122	3	['PROPN', 'ADJ']
crew	3626	24	['NOUN']
crews	10604	10	['NOUN']
cried	6639	1	['VERB']
crime	4126	7	['NOUN']
crimes	6997	2	['NOUN']
criminal	4735	1	['ADJ']
crippled	24433	4	['VERB', 'ADJ']
crises	25332	1	['NOUN']
crisis	5325	12	['NOUN']
crisp	15594	1	['ADJ']
criteria	9181	3	['NOUN']
critic	6232	15	['NOUN']
critical	4187	21	['ADJ']
critically	11321	2	['ADV']
criticised	10648	2	['VERB']
criticism	6256	7	['NOUN']
criticized	6367	13	['VERB']
critics	4401	35	['NOUN']
critique	16218	1	['NOUN']
crocodile	21843	1	['NOUN']
crop	10416	9	['NOUN']
crops	8765	6	['NOUN']
crossed	4625	27	['VERB']
crosses	7821	6	['NOUN']
crossing	5153	22	['VERB']
crossings	20975	3	['NOUN']
crowd	4306	11	['NOUN']
crowded	10789	1	['ADJ']
crowds	12783	4	['NOUN']
crowned	10249	2	['VERB', 'PROPN']
crowns	24364	1	['NOUN']
crucial	10232	2	['ADJ']
crude	13587	4	['ADJ', 'PROPN']
cruelty	18186	2	['NOUN']
cruise	8592	4	['PROPN', 'NOUN']
cruiser	10844	9	['NOUN']
cruisers	16722	14	['NOUN']
cruising	22206	3	['VERB']
crusader	25237	1	['NOUN']
crush	10188	1	['VERB']
crushed	10560	2	['VERB']
crushing	14527	2	['VERB']
crying	6933	4	['VERB']
crystals	14438	1	['NOUN']
cu	12731	1	['NOUN']
cuban	9642	1	['ADJ']
cubic	11919	1	['ADJ']
cue	16091	3	['NOUN', 'ADJ']
culminated	16943	5	['VERB']
culminating	16979	1	['VERB']
cult	8754	1	['VERB']
cultivated	13237	1	['VERB']
cultivation	13142	1	['NOUN']
cultural	3451	11	['ADJ']
culturally	20547	1	['ADV']
culture	3226	12	['NOUN', 'PROPN']
cumulative	23260	1	['ADJ']
cupboard	25337	1	['NOUN']
curator	13023	1	['NOUN']
curious	8025	1	['ADJ']
currency	9598	2	['NOUN']
current	2783	13	['ADJ']
currently	2747	29	['ADV']
currents	14731	4	['NOUN']
curtain	11002	6	['NOUN']
curtains	14694	3	['NOUN']
curvature	25045	2	['NOUN']
curve	7774	4	['NOUN']
curved	9203	4	['VERB']
curves	10543	2	['NOUN']
curving	21439	2	['VERB']
cushions	27205	1	['NOUN']
custody	9968	1	['NOUN']
custom	7661	1	['NOUN']
customer	8013	1	['NOUN']
customers	6304	2	['NOUN']
cut	3013	31	['VERB', 'NOUN']
cute	10140	1	['ADJ']
cuts	7659	3	['VERB']
cutter	16343	1	['NOUN']
cutting	6276	4	['NOUN']
cycle	5402	5	['NOUN']
cycles	12709	1	['NOUN']
cyclone	11609	56	['NOUN']
cyclones	26069	29	['NOUN']
cylinder	7956	1	['NOUN']
cylinders	18729	2	['NOUN']
cynical	26881	3	['ADJ']
d	1040	21	['X']
daddy	8600	1	['NOUN']
daily	3679	12	['ADJ']
dairy	11825	2	['NOUN']
dam	5477	6	['NOUN', 'PROPN']
damage	4053	82	['NOUN']
damaged	5591	42	['VERB']
damaging	15011	6	['VERB']
damn	4365	1	['NOUN']
damned	9636	1	['VERB']
damp	10620	1	['ADJ']
dams	17278	1	['NOUN']
dance	3153	2	['PROPN', 'NOUN']
dancing	5613	3	['NOUN', 'VERB']
danger	5473	2	['NOUN']
dangerous	4795	2	['ADJ']
dangerously	20754	1	['ADV']
dangling	18737	1	['ADJ']
danish	5695	1	['ADJ']
dared	15048	4	['VERB']
daring	15236	2	['ADJ', 'NOUN']
dark	2601	22	['ADJ']
darker	9904	2	['ADJ']
darkest	23036	1	['ADJ']
darkness	4768	12	['NOUN']
dash	11454	2	['NOUN']
data	2951	3	['NOUN']
date	3058	31	['NOUN']
dated	6052	14	['VERB']
dates	5246	4	['VERB', 'NOUN']
dating	5306	7	['VERB']
daughter	2684	24	['NOUN']
daughters	5727	1	['NOUN']
dawn	6440	6	['NOUN']
day	2154	171	['NOUN']
daylight	11695	10	['NOUN']
days	2420	69	['NOUN']
dazzling	28190	1	['VERB']
dead	2757	44	['ADJ']
deadline	15117	2	['NOUN']
deadly	9252	3	['ADJ']
deal	3066	21	['NOUN']
dealing	7149	3	['VERB']
dealings	24069	1	['NOUN']
deals	9144	4	['VERB', 'NOUN']
dealt	9411	3	['VERB']
death	2331	82	['NOUN']
deaths	6677	18	['NOUN']
debate	5981	10	['NOUN']
debated	15268	1	['VERB']
debates	14379	1	['NOUN']
debris	11385	2	['NOUN']
debt	7016	2	['NOUN']
debts	13930	3	['NOUN']
debut	2834	28	['NOUN']
debuted	6006	14	['VERB']
debuting	24469	4	['VERB']
debuts	26740	2	['NOUN']
decade	5476	8	['NOUN']
decades	5109	13	['NOUN']
decay	13121	1	['NOUN']
deceased	10181	7	['VERB']
deception	17575	2	['NOUN']
decide	5630	2	['VERB']
decided	2787	43	['VERB']
decides	7288	1	['VERB']
deciding	10561	2	['VERB']
decision	3247	31	['NOUN']
decisions	6567	5	['NOUN']
decisive	13079	5	['ADJ']
deck	5877	27	['NOUN']
decker	20946	1	['NOUN']
decks	19963	2	['NOUN']
declaration	8170	2	['NOUN']
declare	13520	2	['VERB']
declared	4161	22	['VERB']
declares	18806	2	['VERB']
decline	6689	6	['NOUN']
declined	6430	6	['VERB']
declining	13993	2	['VERB']
decorated	7429	17	['VERB']
decoration	11446	3	['NOUN', 'PROPN']
decrease	9885	1	['NOUN']
decreased	10548	4	['VERB']
decreases	17913	1	['NOUN']
decreasing	16922	1	['VERB']
decrees	28966	1	['NOUN']
dedicated	4056	8	['VERB']
dedication	12276	2	['NOUN']
deeds	15616	4	['NOUN']
deemed	8357	8	['VERB']
deep	2784	35	['ADJ']
deeper	6748	1	['ADJ']
deepest	17578	1	['ADJ']
deeply	6171	4	['ADV']
deer	8448	1	['NOUN']
defeat	4154	24	['NOUN']
defeated	3249	33	['VERB']
defeating	6324	6	['VERB']
defeats	14222	1	['NOUN']
defences	16828	10	['NOUN']
defend	6985	14	['VERB']
defended	8047	7	['VERB']
defender	8291	1	['NOUN']
defenders	12534	4	['NOUN']
defending	6984	7	['VERB']
defense	3639	23	['NOUN']
defenses	13345	2	['NOUN']
defensive	5600	16	['ADJ']
defiance	19674	1	['NOUN']
deficit	15074	2	['NOUN']
define	9375	5	['VERB']
defined	4225	15	['VERB']
defines	11859	3	['VERB']
defining	12854	2	['VERB']
definite	15298	1	['ADJ']
definitely	5791	1	['ADV']
definition	6210	2	['NOUN']
definitive	15764	1	['ADJ']
defunct	11984	4	['ADJ']
degradation	16627	1	['NOUN']
degree	3014	14	['NOUN']
degrees	5445	14	['NOUN']
dei	14866	1	['NOUN']
delay	8536	3	['NOUN']
delayed	8394	7	['VERB']
delaying	29391	3	['VERB']
delays	14350	4	['NOUN']
delegate	11849	2	['NOUN']
delegation	10656	6	['NOUN']
deleted	17159	1	['VERB']
deliberate	15063	4	['ADJ']
deliberately	9969	7	['ADV']
delicate	10059	2	['ADJ']
delightful	26380	1	['ADJ']
deliver	8116	6	['VERB']
delivered	5359	21	['VERB']
delivering	12771	8	['VERB']
delivers	18058	1	['VERB']
delivery	6959	3	['NOUN']
deluxe	15203	1	['NOUN']
demand	5157	4	['NOUN']
demanded	6303	7	['VERB']
demanding	9694	2	['VERB']
demands	7670	10	['NOUN', 'VERB']
demeanor	21745	1	['NOUN']
demise	13614	2	['NOUN']
demo	9703	2	['NOUN']
demographic	15982	1	['NOUN']
demolished	7002	5	['VERB']
demolition	12451	2	['NOUN']
demonstrate	10580	3	['VERB']
demonstrated	7645	6	['VERB']
demonstration	10467	1	['NOUN']
demonstrators	28337	2	['NOUN']
demoted	25692	1	['VERB']
denial	14920	2	['NOUN']
denied	6380	5	['VERB']
denies	23439	2	['VERB']
denominations	17384	3	['NOUN']
denote	19090	2	['ADJ', 'VERB']
denounced	17787	2	['VERB']
dense	9742	14	['ADJ']
densely	19441	4	['ADV']
density	4304	5	['NOUN']
deny	9772	3	['VERB']
denying	16039	1	['VERB']
depart	18280	4	['VERB']
departed	7745	12	['VERB']
departments	7640	5	['NOUN']
departure	6712	6	['NOUN']
depended	17292	1	['VERB']
dependent	7790	1	['ADJ']
depending	5834	3	['VERB']
depict	17120	5	['VERB']
depicted	8212	9	['VERB']
depicting	10775	4	['VERB']
depiction	15921	6	['NOUN']
depictions	20818	2	['NOUN']
depicts	11230	6	['VERB']
depleted	22595	2	['VERB']
deploy	21296	2	['VERB']
deployed	7333	22	['VERB']
deployment	10813	4	['NOUN']
deposed	18298	2	['VERB']
deposit	12816	1	['NOUN']
deposited	14140	2	['VERB']
deposition	19806	2	['NOUN']
deposits	10042	6	['NOUN']
depot	8470	3	['NOUN']
depressed	14777	1	['ADJ']
depression	6245	78	['NOUN', 'PROPN']
deprived	17676	1	['VERB']
depth	5995	6	['NOUN']
depths	11143	1	['NOUN']
deputy	4112	3	['PROPN', 'ADJ', 'NOUN']
der	4315	5	['NOUN']
derivation	29280	1	['NOUN']
derivative	13819	1	['ADJ']
derivatives	16942	4	['NOUN']
derived	5173	11	['VERB']
descend	18855	8	['VERB', 'ADJ']
descendant	12608	2	['NOUN']
descendants	8481	8	['NOUN']
descended	9287	2	['VERB']
descending	15127	3	['VERB']
descends	23328	10	['VERB']
descent	6934	2	['NOUN']
describe	6235	7	['VERB']
described	2649	66	['VERB']
describes	5577	11	['VERB']
describing	7851	8	['VERB']
description	6412	2	['NOUN']
descriptions	13271	4	['NOUN']
deserted	12768	1	['VERB']
deserve	10107	1	['VERB']
design	2640	79	['NOUN']
designate	24414	3	['VERB']
designated	4351	21	['VERB']
designation	8259	5	['NOUN']
designations	26672	1	['NOUN']
designed	2881	52	['VERB']
designer	5859	5	['NOUN']
designers	11216	2	['NOUN']
designing	12697	1	['VERB']
designs	5617	16	['NOUN']
desire	4792	10	['NOUN']
desired	9059	4	['VERB']
desires	14714	4	['NOUN', 'VERB']
desk	4624	2	['NOUN']
desperate	7143	2	['ADJ']
desperately	9652	1	['ADV']
desperation	15561	1	['NOUN']
despite	2750	61	['SCONJ']
destination	7688	6	['NOUN']
destinations	14345	5	['NOUN']
destined	16036	2	['VERB']
destroy	6033	7	['VERB']
destroyed	3908	60	['VERB']
destroyer	9799	3	['NOUN']
destroyers	13242	3	['NOUN']
destroying	9846	6	['VERB']
destruction	6215	13	['NOUN']
detached	12230	1	['VERB']
detachment	11009	3	['NOUN']
detail	6987	18	['NOUN']
detailed	6851	5	['ADJ']
detailing	17555	1	['VERB']
details	4751	12	['NOUN']
detect	11487	4	['VERB']
detected	11156	2	['VERB']
detecting	25952	1	['VERB']
detection	10788	1	['NOUN']
detective	6317	4	['NOUN']
detector	19034	1	['NOUN']
deter	28283	1	['VERB']
deteriorated	20111	4	['VERB']
deteriorating	28440	3	['VERB']
determination	9128	2	['NOUN', 'PROPN']
determine	5646	8	['VERB']
determined	4340	15	['ADJ']
determines	16463	1	['VERB']
determining	12515	1	['NOUN']
detonated	28110	1	['VERB']
devastated	13879	4	['VERB', 'ADJ']
devastation	25594	5	['PROPN', 'NOUN']
develop	4503	17	['VERB']
developed	2764	66	['VERB']
developing	4975	18	['VERB']
development	2458	62	['NOUN']
developmental	13908	4	['ADJ']
developments	8973	5	['NOUN']
develops	11791	2	['VERB']
device	5080	4	['NOUN']
devised	14917	4	['VERB']
devoted	7422	3	['VERB']
devotees	22707	1	['NOUN']
devotion	13347	2	['NOUN']
devout	26092	1	['ADJ']
diagnosed	11441	1	['VERB']
diagnosis	11616	3	['NOUN']
diagonal	19754	1	['ADJ']
diagram	16403	1	['NOUN']
dialect	9329	1	['ADJ']
dialects	11976	1	['NOUN']
dialogue	7982	3	['NOUN']
diameter	6705	5	['NOUN']
diamond	6323	2	['PROPN', 'NOUN']
diary	9708	8	['NOUN']
dictator	21237	2	['NOUN']
did	2106	129	['AUX']
die	3280	8	['VERB']
died	2351	57	['VERB']
dies	8289	3	['VERB']
diesel	7937	2	['NOUN']
diet	8738	4	['PROPN', 'NOUN']
dietary	23444	1	['ADJ']
differ	11234	2	['VERB']
differed	19541	4	['VERB']
difference	4489	6	['NOUN']
differences	5966	9	['NOUN']
different	2367	48	['ADJ']
differentiate	21032	1	['VERB']
differently	11543	2	['ADV']
differs	12980	1	['VERB']
difficult	3697	29	['ADJ']
difficulties	8190	5	['NOUN']
difficulty	7669	9	['NOUN']
diffusion	19241	2	['NOUN']
dig	10667	1	['VERB']
digit	15340	3	['NOUN']
digital	3617	7	['ADJ']
digitally	18397	4	['ADV']
digits	16648	1	['NOUN']
dim	11737	1	['ADJ']
dimensional	8789	3	['ADJ']
dimensions	9646	3	['NOUN']
diminished	15911	3	['VERB']
dining	7759	1	['NOUN']
dinner	4596	3	['NOUN']
dinners	29236	1	['NOUN']
dion	19542	2	['PROPN', 'NOUN']
dioxide	14384	3	['NOUN']
diplomacy	17610	1	['NOUN']
diplomat	11125	2	['NOUN']
diplomatic	8041	6	['ADJ']
diplomats	23473	6	['NOUN']
dipped	13537	3	['VERB']
direct	3622	36	['ADJ']
directed	2856	33	['VERB']
directing	9855	3	['VERB', 'NOUN']
direction	3257	28	['NOUN']
directions	7826	1	['NOUN']
directly	3495	15	['ADV']
directors	5501	10	['NOUN']
directs	23303	1	['VERB']
disabled	9776	6	['ADJ']
disadvantage	20502	2	['NOUN']
disagree	21090	4	['VERB']
disagreed	18335	1	['VERB']
disagreement	18185	2	['PROPN', 'NOUN']
disagreements	23145	1	['NOUN']
disappear	10436	1	['VERB']
disappeared	5419	6	['VERB']
disappears	17144	2	['VERB']
disappointed	9364	5	['VERB']
disappointing	15640	1	['ADJ']
disapproval	21406	1	['NOUN']
disaster	7071	4	['NOUN']
disastrous	16775	2	['ADJ']
disbanded	8532	3	['VERB']
disc	5860	12	['NOUN']
discarded	15105	1	['VERB']
discharge	11889	1	['VERB']
discipline	9009	2	['NOUN']
disciplined	28675	1	['VERB']
disciplines	12736	1	['NOUN']
disclosed	21362	2	['VERB']
discomfort	17964	1	['NOUN']
discontent	27648	1	['NOUN']
discontinued	8944	4	['VERB']
discount	19575	2	['NOUN']
discourage	28085	1	['VERB']
discourse	15152	1	['NOUN']
discover	7523	3	['VERB']
discovered	3603	39	['VERB']
discovering	13648	2	['VERB']
discovers	9418	1	['VERB']
discovery	5456	13	['NOUN']
discrimination	9147	1	['NOUN']
discs	15303	2	['NOUN']
discuss	6848	5	['VERB']
discussed	6936	6	['VERB']
discusses	15841	2	['VERB']
discussing	10537	2	['VERB']
discussion	6594	7	['NOUN']
discussions	10287	2	['NOUN']
disdain	25134	1	['NOUN']
disease	4295	3	['NOUN']
disguise	14249	1	['NOUN']
disgust	12721	2	['NOUN']
disk	9785	2	['NOUN']
disks	23999	1	['NOUN']
disliked	18966	1	['VERB']
dismantled	17293	2	['VERB']
dismiss	19776	1	['VERB']
dismissed	7219	5	['VERB']
dismounted	29580	1	['VERB']
disorder	8761	1	['NOUN']
dispatch	18365	2	['NOUN', 'VERB']
dispatched	14501	8	['VERB']
dispersal	27602	3	['NOUN']
disperse	28736	1	['VERB']
dispersed	15484	8	['VERB']
displaced	12936	9	['VERB']
displacement	13508	4	['NOUN']
display	4653	17	['VERB', 'NOUN']
displayed	6913	5	['VERB']
displaying	14962	3	['VERB']
displays	8834	3	['VERB', 'NOUN']
displeasure	28606	1	['NOUN']
disposal	13148	1	['NOUN']
dispute	7593	1	['NOUN']
disputed	11621	1	['VERB']
disqualification	27782	6	['NOUN']
disqualified	14209	1	['VERB']
disrupt	23217	2	['VERB']
disrupted	20275	3	['VERB']
disruption	20461	1	['NOUN']
dissatisfaction	28237	1	['NOUN']
dissatisfied	25956	3	['ADJ']
dissipated	22572	12	['VERB']
dissolved	8314	2	['VERB']
distance	3292	17	['NOUN']
distances	12103	4	['NOUN']
distant	6802	3	['ADJ']
distinct	5664	16	['ADJ']
distinction	7835	4	['NOUN']
distinctions	25995	1	['NOUN']
distinctive	8200	6	['ADJ']
distinctly	19517	1	['ADV']
distinguish	10782	5	['VERB']
distinguished	5182	6	['VERB']
distinguishes	27343	1	['VERB']
distinguishing	20852	4	['VERB']
distraction	14836	2	['NOUN']
distraught	25348	1	['NOUN']
distributed	5500	2	['VERB']
distribution	4353	3	['NOUN']
distributor	16632	2	['NOUN']
district	2212	41	['NOUN']
districts	4733	10	['NOUN']
disturbance	16915	11	['NOUN']
disturbances	24535	3	['NOUN']
disturbed	12491	9	['ADJ', 'PROPN']
disturbing	14888	2	['ADJ', 'VERB']
dive	11529	4	['NOUN', 'ADJ']
diverse	7578	4	['ADJ']
diversity	8906	3	['NOUN']
divert	27345	2	['VERB']
diverted	18356	2	['VERB']
divided	4055	16	['VERB']
dividing	16023	1	['VERB']
divine	7746	1	['ADJ']
divisions	5908	16	['NOUN']
divorce	8179	4	['NOUN', 'VERB']
divorced	9196	2	['VERB']
dna	6064	3	['NOUN', 'PROPN']
do	2079	54	['VERB']
dock	8946	1	['NOUN']
docked	25727	1	['VERB']
docks	15093	4	['NOUN']
dockyard	24874	2	['PROPN', 'NOUN']
doctor	3460	70	['PROPN', 'NOUN']
doctors	7435	6	['NOUN']
doctrine	8998	2	['NOUN']
doctrines	23252	1	['NOUN']
document	6254	2	['NOUN']
documentary	4516	1	['NOUN']
documented	8832	1	['VERB']
documenting	23138	1	['NOUN']
documents	5491	2	['NOUN', 'VERB']
dodged	28339	1	['VERB']
does	2515	31	['AUX']
doesn	2987	4	['PROPN', 'NOUN']
dogs	6077	1	['NOUN']
doing	2725	14	['VERB']
dollar	7922	3	['NOUN']
dollars	6363	3	['NOUN']
domain	5884	2	['NOUN']
domestic	4968	6	['ADJ']
domestically	27143	1	['ADV']
dominance	13811	3	['NOUN']
dominant	7444	5	['ADJ']
dominate	16083	3	['VERB']
dominated	6817	7	['VERB']
dominates	29532	1	['VERB']
dominating	21949	2	['VERB']
dominic	11282	4	['PROPN', 'ADJ']
donated	6955	6	['VERB']
donation	13445	1	['NOUN']
done	2589	13	['VERB']
dong	11947	3	['NOUN']
doom	12677	1	['NOUN']
door	2341	3	['NOUN']
doors	4303	1	['NOUN']
doping	23799	3	['VERB', 'PROPN', 'NOUN']
dos	9998	2	['VERB', 'NOUN']
dots	14981	2	['NOUN']
double	3313	20	['ADJ']
doubled	11515	1	['VERB']
doubles	7695	1	['VERB']
doubt	4797	4	['NOUN']
doubted	12979	1	['VERB']
doubts	13579	2	['NOUN', 'VERB']
down	2091	119	['ADP']
downed	20164	1	['VERB']
download	8816	6	['NOUN']
downloads	22956	1	['NOUN']
downstream	13248	2	['NOUN']
downtown	5116	5	['NOUN']
downward	14047	3	['ADV']
downwards	28457	1	['NOUN']
dozen	6474	2	['NOUN']
dozens	9877	2	['NOUN']
draft	4433	17	['NOUN']
drafted	7462	5	['VERB']
drafting	21168	1	['VERB']
drafts	28967	4	['NOUN']
drag	8011	2	['NOUN']
dragged	7944	1	['VERB']
dragon	5202	1	['NOUN']
drain	12475	2	['NOUN']
drainage	11987	1	['NOUN']
drains	18916	1	['NOUN']
drama	3689	6	['NOUN', 'PROPN']
dramatic	6918	7	['ADJ', 'PROPN']
dramatically	12099	2	['ADV']
draped	15098	1	['VERB']
drastically	21040	2	['ADV']
draught	25349	3	['NOUN']
drawing	5059	2	['VERB']
drawings	9254	1	['NOUN']
drawn	4567	13	['VERB']
draws	9891	1	['VERB']
dreadful	21794	1	['ADJ']
dreaming	12802	2	['VERB', 'NOUN']
dreams	5544	3	['NOUN']
dressed	5102	4	['VERB']
dresser	16641	1	['NOUN']
dressing	11225	1	['VERB']
drew	3881	13	['VERB']
drifted	10070	1	['VERB']
drifting	15013	2	['VERB']
drills	28308	1	['NOUN']
drink	4392	2	['VERB', 'NOUN']
drinking	5948	4	['VERB', 'NOUN']
drinks	8974	1	['NOUN']
drip	27304	3	['NOUN']
drive	3298	11	['VERB']
driven	5533	8	['VERB']
driver	4062	3	['NOUN']
drives	9297	4	['VERB']
driveway	11202	1	['NOUN']
driving	4439	6	['VERB']
drop	4530	4	['VERB']
dropped	3333	18	['VERB']
dropping	7510	5	['VERB']
drops	9010	2	['NOUN', 'VERB']
drought	14734	3	['NOUN']
drove	5225	12	['VERB']
drowned	12805	3	['VERB']
drug	4319	1	['NOUN']
drugs	5850	1	['NOUN']
drum	6943	7	['NOUN']
drummer	7101	8	['NOUN']
drums	3846	10	['NOUN']
dry	4318	11	['ADJ']
drying	17462	2	['VERB']
dual	7037	3	['ADJ']
dubbed	9188	5	['VERB']
dubious	22917	2	['ADJ']
duct	23245	1	['NOUN']
due	2349	106	['ADP']
duet	11979	2	['NOUN']
dug	8655	5	['VERB']
dull	10634	1	['VERB']
duly	25073	1	['ADV']
dump	15653	2	['NOUN']
dumped	14019	2	['VERB']
dungeon	16633	2	['NOUN']
dungeons	20264	1	['NOUN']
duration	9367	4	['NOUN']
during	2076	341	['ADP']
dusk	18406	1	['NOUN']
dust	6497	1	['NOUN']
dutch	3803	8	['ADJ']
duties	5704	8	['NOUN']
duty	4611	1	['NOUN']
dvd	4966	11	['NOUN']
dwarf	11229	1	['NOUN']
dwarfs	28984	1	['VERB']
dwellers	28857	1	['NOUN']
dwelling	13160	1	['VERB']
dwellings	16707	1	['NOUN']
dying	5996	4	['VERB']
dynamic	8790	2	['NOUN']
dynasties	23014	2	['NOUN']
dynasty	5321	19	['NOUN']
dysfunction	28466	1	['NOUN']
e	1041	21	['NOUN', 'PROPN']
each	2169	126	['DET', 'PRON']
eagerly	17858	1	['ADV']
eagle	6755	3	['NOUN']
eagles	8125	3	['PROPN', 'NOUN']
ear	4540	27	['NOUN']
earlier	3041	37	['ADJ']
earliest	5700	18	['ADJ']
early	2220	161	['ADJ']
earn	7796	3	['VERB']
earned	3687	15	['VERB']
earnest	17300	3	['ADJ']
earning	7414	9	['VERB']
earnings	16565	1	['NOUN']
ears	5551	13	['NOUN']
earthquake	8372	10	['NOUN']
earthquakes	17932	7	['NOUN']
ease	7496	4	['VERB']
easier	6082	2	['ADJ']
easily	4089	7	['ADV']
easing	24070	1	['VERB']
eastern	2789	34	['ADJ', 'PROPN']
eastward	17318	18	['ADV']
easy	3733	11	['ADJ']
eating	5983	2	['VERB']
eats	20323	1	['VERB']
ecclesiastical	12301	4	['ADJ']
echoes	17659	2	['NOUN', 'VERB']
echoing	17142	1	['VERB']
ecological	12231	2	['ADJ']
economic	3171	12	['ADJ']
economical	21791	1	['ADJ']
economically	15318	2	['ADV']
economics	5543	2	['NOUN']
economy	4610	5	['NOUN']
ecosystems	20440	2	['VERB', 'NOUN']
edge	3341	28	['NOUN']
edged	13011	1	['VERB']
edges	7926	2	['NOUN']
edit	10086	4	['NOUN']
edited	5493	5	['VERB']
editing	9260	5	['NOUN', 'PROPN']
edition	3179	19	['NOUN', 'PROPN']
editor	3559	5	['NOUN']
editorial	8368	4	['ADJ']
editors	10195	2	['NOUN']
educational	4547	5	['ADJ']
eerie	18823	1	['ADJ']
effect	3466	23	['NOUN']
effective	4621	12	['ADJ']
effectively	6464	6	['ADV']
effectiveness	12353	1	['NOUN']
effects	3896	20	['NOUN']
efficiency	8122	5	['NOUN']
efficient	8114	2	['ADJ']
effort	3947	22	['NOUN']
efforts	4073	11	['NOUN']
egg	8288	1	['NOUN']
eggs	6763	9	['NOUN']
egyptian	6811	6	['ADJ']
eight	2809	53	['NUM']
eighteen	7763	4	['NUM']
eighty	12021	1	['NUM']
either	2593	50	['PRON']
elaborate	9603	2	['ADJ']
elaborated	25187	1	['VERB']
elbow	8999	1	['NOUN']
elder	6422	10	['ADJ']
elderly	9750	1	['ADJ']
eldest	7310	1	['ADJ']
elected	2700	16	['VERB']
election	2602	13	['NOUN']
elections	3864	6	['NOUN']
electoral	6092	2	['ADJ']
electors	19165	2	['NOUN']
electric	3751	8	['ADJ']
electricity	6451	1	['NOUN']
electron	10496	2	['NOUN']
electronic	4816	8	['ADJ', 'PROPN']
electronics	8139	2	['NOUN']
elects	27161	2	['VERB']
element	5783	17	['NOUN']
elementary	4732	1	['ADJ']
elements	3787	28	['NOUN']
